mod	decision	link	motif	milestone	detail	ratified	ratify_note
minecolonies_tweaks	CUT	minecolonies_tweaks:inventoryscroll → colony workflow (M-28, 1 row)	M-28		reason: the scroll IS the colony tool — routing it to M-28 colony-demand is self-referential; the M-05 KEEP (brass-gated scroll) is the correct anchor	CUT	
minecolonies_tweaks	CUT	minecolonies_tweaks as pure support/QoL role (M-12 mis-tag, 1 row)	M-12		reason: while the tag-unification is real, flagging the mod itself as a weave node is metadata, not a recipe edge; the M-12 KEEP captures the actionable link	CUT	
minecolonies_tweaks	CUT	minecolonies_tweaks:component_merge_shapeless → economy M-28 (1 row)	M-28		reason: component_merge_shapeless is an internal colony-QoL operation (merging partial stacks); not a cross-system link; REJECT	CUT	
moblassos	KEEP	emerald_lasso (villager capture)→economy via MineColonies colony seeding	M-28	v0.11.0	motif M-28 | delivery: emergent player action enabled by recipe (no KubeJS needed) — lasso a specialist villager from a structure/settlement and walk it to your colony gate; enables colony population without leads; confirm emerald_lasso recipe is in place | milestone: v0.9.0 | why "of course": you can't lead a villager across the map with a lead; the emerald lasso is the colony-seeder's tool; every new colony depends on it; 6× ACCEPT majority	KEEP	
moblassos	KEEP	hostile_lasso (weakened monster capture) → magic via occultism spirit delivery	M-11	v0.11.0	motif M-11 | delivery: occultism:spirit_fire or ritual — a hostile_lasso_filled submitted as a "live container" to an Occultism ritual site delivers the spirit of the captured mob into the transmutation; the trapper earns payment from the ritualist | milestone: v0.11.0 | why "of course": the Occultism ritualist needs a specific live mob for the binding; they commission the monster-trapper; the lasso bridges combat and magic without a recipe — it's a logistics tool in a player economy	KEEP	
moblassos	CUT	emerald_lasso→aeronautics logistics (no-method rows)	M-31		motif blank/M-31 | reason: lasso-as-logistics-enabler is real emergent value but there is no recipe or method to route through; no-motif; REJECT dominant	CUT	
moblassos	CUT	golden/diamond lasso→create:mechanical_crafting M-05	M-05		motif M-05 | reason: lassos are utility tools, not mod flagship machines; M-05 requires the mod's own machine gated on Create parts; moblassos has no machine; REJECT dominant	CUT	
moblassos	CUT	hostile_lasso→occultism:ritual (live sacrifice, container item)	M-11		motif M-11 | reason: Occultism rituals consume drops, not living container items; the lasso is an NBT container, not a drop; the KEEP above re-routes this correctly through the spirit delivery framing; REJECT dominant (5/8) for the direct-ritual version	CUT	
moblassos	CUT	golden_lasso→aeronautics logistics M-31	M-31		motif M-31 | reason: one mob at a time doesn't constitute a "logistics-required bulk good"; M-31 requires goods heavy/bulky enough to require aeronautics at scale; REJECT dominant	CUT	
moblassos	CUT	moblassos lasso crafting→aeronautics (various no-method rows)			motif blank | reason: utility synergy only; no method to route through; "carry mobs onto ships" is ambient player behavior; REJECT dominant	CUT	
moblassos	CUT	hostile_lasso→create:item_application M-20	M-20		motif M-20 | reason: mid-tier item + M-20 is for functional-item upgrades, not capture tools; REJECT	CUT	
moblassos	CUT	hostile_lasso→M-02 mob-drop reagent sink (captured mob as reagent)	M-02		motif M-02 | reason: M-02 requires a drop, not a live container; the KEEP M-11 covers the right reading; REJECT for M-02 framing	CUT	
moblassos	CUT	hostile_lasso→occultism:miner / spirit_trade M-18	M-18		motif M-18 | reason: the hostile lasso doesn't route through dimensional miners or spirit trade; mis-method; REJECT	CUT	
moblassos	CUT	emerald_lasso→aeronautics+minecolonies M-29 cross-route	M-29		motif M-29 | reason: the emerald_lasso doesn't require an aeronautics component as an input; the cross-route dependency is invented; the M-28 KEEP captures the real anchor; REJECT	CUT	
moblassos	CUT	moblassos:contract item→economy M-33	M-33		motif M-33 | reason: the contract's actual in-game mechanic is unclear from the dossier; if it's a decorative signed-paper item rather than a true trade mechanic, no method exists; REJECT dominant	CUT	
moblassos	CUT	golden_lasso→MineColonies herder/animal-handler hut requests M-28	M-28		motif M-28 | reason: the herder hut doesn't actually request lassos in standard MineColonies config; this is speculative config; thin ACCEPT (2×)	CUT	
moblassos	CUT	diamond_lasso→create:mechanical_crafting aeronautics M-24	M-24		motif M-24 | reason: "precision instrument for stocking your airship" is thematically charming but M-24 is for propellers/engines/control surfaces, not capture devices; mis-motif	CUT	
moblassos	CUT	hostile_lasso→create:pressing + ars:imbuement M-29 cross-route	M-29		motif M-29 | reason: physical clasp + arcane binding on a lasso tool is plausible but times_suggested=1; the hostile_lasso is mid-tier, not a power item warranting a deep cross-route gate; depth guardrail	CUT	
moblassos	CUT	emerald/diamond lasso→MineColonies functional synergy (behavior, no recipe)	M-28		motif M-28 | reason: REJECT dominant when framed as pure functional synergy without a recipe change; the KEEP covers the real anchor	CUT	
moblassos	CUT	lassos→create:crushing recycle M-04	M-04		motif M-04 | reason: lassos are tools, not deco blocks; M-04 is for decorative blocks; tone mismatch; REJECT	CUT	
moblassos	CUT	aqua_lasso→tide fish capture extension M-12	M-12		motif M-12 | reason: routing aqua_lasso into tide's fish roster creates a round-trip substitute; no recipe deliverable; REJECT	CUT	
moblassos	CUT	filled lassos→aeronautics utility synergy (opus, no-method)			motif blank | reason: no method; opus correctly identifies it as utility synergy; REJECT	CUT	
moblassos	MERGE	emerald_lasso→M-28 colony (rows at times_suggested 6,2,1 including mixed consensus)	M-28		into: KEEP M-28 | reason: all expressing same colony-seeding delivery; merge; keep 6× ACCEPT representative	MERGE	
moblassos	MERGE	hostile_lasso→M-11 occultism (rows at times_suggested 1,1 ACCEPT)	M-11		into: KEEP M-11 | reason: same spirit-delivery framing; merge	MERGE	
moblassos	MERGE	golden_lasso→MineColonies herder (2× ACCEPT thin rows)			into: CUT herder note | reason: speculative config; fold into CUT with note that if MineColonies adds animal-handler request support, golden_lasso is the natural tool	MERGE	
moblassos	MERGE	diamond_lasso→MineColonies research gate M-37 (1× ACCEPT)	M-37		into: DEFER | reason: research-gate on the "capture anything" ability is architecturally interesting but requires MineColonies research authoring; route to playtest	MERGE	
moblassos	DEFER	diamond_lasso→MineColonies research gate ("capture anything" unlocked by colony University research)	M-37	v0.13.0	motif M-37 | →playtest: verify whether MineColonies research can gate a recipe/capability; if yes, file as a v0.9.0 issue; the lock is thematically sound (too powerful to be materials-only)	DEFER	
modonomicon	LEAVE				guidebook framework; 4 rows all REJECT or low-confidence; the book item is documentation, not a reagent; M-37 framing rejected as tone clash; one 1-ACCEPT row for "modonomicon book as research-unlock ingredient" is too low confidence and the delivery method is unconfirmed — LEAVE pending a confirmed MineColonies research mechanic that can consume a book item	LEAVE	
modulargolems	KEEP	boss-drop metals (Cataclysm cursium / Ice&Fire dragonsteel) → modulargolems:golem_assemble	M-15	v0.9.0	motif M-15 | delivery: recipe (KubeJS — boss-tier golem body requires boss-drop metal as a key crafting input; one or two boss metals as gate) | milestone: v0.13.0 | why "of course": you kill the Cataclysm boss, you get cursium, you build a cursium-body combat golem — the construct is the boss-progression payoff; combat gating that reads as natural reward. 5-suggestion unanimous ACCEPT, multiple corroborating rows.	DONE	sweep S02: native part-casting already consumes the boss metal (dossier: dragonsteel/cursium bodies, "already pulls modded boss-tie
modulargolems	KEEP	golem-core upgrade slot → ars_nouveau:imbuement (source_gem / arcane core)	M-10	v0.11.0	motif M-10 | delivery: recipe (KubeJS `ars_nouveau:imbuement` — the golem's upgrade slot accepts an arcane source-gem infusion to unlock arcane-golem capabilities) | milestone: v0.11.0 | why "of course": a golem animated by pure arcane source is a step beyond a mundane construct; the magic specialist provides the animation core, the engineer provides the metal — neither can build a top-tier golem alone. 14-suggestion ACCEPT (dominant phrasing).	DONE	sweep S02: recipes/35-magic-web-mobs.js:31 `imbue('modulargolems:empty_upgrade','ars_nouveau:source_gem',400)` — Ars path into the 
modulargolems	KEEP	modulargolems assembled golem → service-for-hire (golem specialist builds for others)	M-33	v0.13.0	motif M-33 | delivery: config (emergent — a golemancer player builds and deploys golems for other players; the golem is a tradeable service, not an autonomous product) | milestone: v0.9.0 | why "of course": a golem specialist is the obvious player-economy labor node — you pay the engineer for a golem, not for its drops. 4-suggestion ACCEPT.	DROPPED	sweep S02: golemancer-for-hire happens on its own; nothing to author; ledger row is bookkeeping, not a weave.
modulargolems	MERGE	boss-drop metals M-02 rows (Cataclysm cursium / Ice&Fire dragonsteel as mob-drop reagent sink ×8)	M-02		into: M-15 KEEP | reason: M-02 and M-15 both describe boss-drop-metal-into-golem; M-15 is the correct motif (boss-key gate, not just mob-drop sink); prefer M-15.	MERGE	
modulargolems	MERGE	ars_nouveau:source_gem / occultism:otherstone golem-core rows (×6 lower-suggestion M-10 variants)	M-10		into: M-10 KEEP | reason: all phrasing variants of the arcane-core-into-upgrade-slot delivery; dedupe to the 14-suggestion representative.	MERGE	
modulargolems	MERGE	golem service-for-hire / emergent trade M-33/M-34 rows (×3)	M-33		into: M-33 KEEP | reason: all describe the same golemancer-as-labor-node economy; M-33 (service) is the primary framing.	MERGE	
modulargolems	MERGE	occultengineering:spirit_solution → golem_add_slot (M-11/M-29 rows ×3)	M-11		into: CUT below | reason: spirit_solution as a slot upgrade competes with M-10 imbuement for the same slot; M-10 is kept; spirit_solution is a valid alternative delivery but creates slot-conflict; cut as duplicate.	MERGE	
modulargolems	CUT	modulargolems golem assembly → create:sequenced_assembly (M-06 rows)	M-06		motif M-06 | reason: REJECT (×3 + dossier confirms existing inbound weave); create:sequenced_assembly is already the existing anchor — re-proposing it adds no new cross-pillar edge.	CUT	
modulargolems	CUT	modulargolems golem slot upgrade → occultism:spirit_fire (M-11)	M-11		motif M-11 | reason: REJECT (×2); spirit-fire is for organic-to-essence transmutation; applying it to a metal construct body is a tone mismatch; M-10 imbuement is kept instead.	CUT	
modulargolems	CUT	modulargolems golem parts → aeronautics (M-24/M-31)	M-24		motif M-24/M-31 | reason: REJECT (×2); golem limbs are not propulsion/control or structural airframe parts; method overlap is wrong.	CUT	
modulargolems	CUT	modulargolems golem assembly → MineColonies colony hut request (M-28)	M-28		motif M-28 | reason: REJECT; no MineColonies "Golem Smith" hut exists in base colony mod; speculative without a real hut type.	CUT	
modulargolems	CUT	modulargolems golem body metal recovery → create:crushing (M-04)	M-04		motif M-04 | reason: REJECT; golems are entities not deco blocks; the deco-recycle motif doesn't apply to living constructs.	CUT	
modulargolems	CUT	modulargolems golem via occultism:spirit_trade for metal acquisition (M-18)	M-18		motif M-18 | reason: REJECT; M-10 already provides the magic anchor; duplicating via M-18 fragments the magic weave.	CUT	
modulargolems	CUT	modulargolems golem assembly requiring M-29 cross-route (magic reagent in Create chain)	M-29		motif M-29 | reason: 2-suggestion ACCEPT, but M-29 here is subsumed by M-10 KEEP — the golem already requires a magic specialist (imbuement core) without needing a separate cross-route dependency row.	CUT	
modulargolems	CUT	modulargolems MineColonies research gate (M-37 University unlock)	M-37		motif M-37 | reason: 1-suggestion; the research system could gate golem templates, but this is speculative and would overlap with the M-15 boss-gate; not needed when 3 anchors are already clean.	CUT	
