mod	decision	link	motif	milestone	detail
galosphere	CUT	galosphere:echo_altar / combustion_table→create M-05 (1×)	M-05		motif M-05 | reason: M-05 requires the mod's own machine gated on Create parts; these native methods are not Create-gated; mis-applied
galosphere	CUT	galosphere:silver_bomb→economy M-34 (2× REJECT)	M-34		motif M-34 | reason: silver bomb is a thrown weapon, not a farmed drop; M-34 requires a combat specialist supplying tradeable goods; REJECT confirmed
galosphere	CUT	galosphere:silver_bomb→economy M-26 (1× Opus REJECT)	M-26		motif M-26 | reason: too-ambient as standalone; native consumption of a thrown item is M-26 baseline but doesn't add a new anchor
galosphere	CUT	galosphere loot→economy M-34 (1× REJECT)	M-34		motif M-34 | reason: cave-exploration ambient drops are not combat-specialist farming; REJECT confirmed
galosphere	CUT	galosphere:silver_ingot (palladium)→create M-20 (1×)	M-20		motif M-20 | reason: sterling armour is a smithing-table upgrade already; a deployer path duplicates the vanilla flow; REJECT confirmed
gamediscs	LEAVE				pure cosmetic novelty — gaming console + collectible music discs from skeleton kills; zero material/resource surface; all weave candidates rejected or forced; no system anchor earnable without tone violation
gnkinetics	KEEP	gnkinetics planetary/worm/industrial-gear→aeronautics (drivetrain)	M-24	v0.9.0	motif M-24 | delivery: recipe (aeronautics construction recipe requiring planetary or worm gear variants for propellers and control surfaces) | milestone: v0.9.0 | why "of course": a planetary gear or worm gear is exactly the fabricated mechanical component for a ship's drivetrain — gnkinetics gears ARE gear-ratio precision parts and Aeronautics propellers need real gear assemblies (18+8+8+3 times_suggested; strong ACCEPT; opus-corroborated)
gnkinetics	KEEP	gnkinetics worm_gear→economy (colony specialist)	M-28	v0.9.0	motif M-28 | delivery: config (MineColonies Blacksmith/Mechanic hut produces worm gears more cheaply; the colony's specialist smith is faster than hand-forging and the airship builder needs bulk) | milestone: v0.9.0 | why "of course": worm gears are tricky to machine; colony production at scale fills the demand from the aeronautics anchor above without forcing every player to run the full gnkinetics chain (2 times_suggested; ACCEPT)
gnkinetics	CUT	gnkinetics gear-types→create M-06 (times_suggested=3 REJECT)	M-06		reason: consensus REJECT; gnkinetics parts are already Create-internal; routing them through mechanical_crafting as an M-06 keystone is circular within the same pillar
gnkinetics	CUT	gnkinetics ring/planetary gear→aeronautics M-24 (times_suggested=3 mixed)	M-24		reason: absorbed by the planetary/worm KEEP above; near-duplicate
gnkinetics	CUT	gnkinetics planetary/worm→create:sequenced M-06 (times_suggested=3 REJECT)	M-06		reason: REJECT majority; the gears are Create-native; sequenced-assembly on Create-native parts is same-pillar depth with no loop advance
gnkinetics	CUT	gnkinetics worm_gear→magic M-10 (times_suggested=2 REJECT)	M-10		reason: REJECT consensus; precision mechanical gears have no magic-resonance; tone clash; industrial aesthetic vs arcane-scholarly
gnkinetics	CUT	gnkinetics industrial/large-industrial→aeronautics M-23 (times_suggested=2 REJECT)	M-23		reason: REJECT; M-23 is for structural alloy not gears; M-24 is the correct motif and is already KEEP above
gnkinetics	CUT	gnkinetics parts→magic/survival forced (times_suggested=2 REJECT)			reason: REJECT; no thematic or method hook into magic/survival; gnkinetics IS Create kinematics; correctly rejected
gnkinetics	CUT	gnkinetics worm-gear colony-locked M-28 (times_suggested=2)	M-28		reason: absorbed by KEEP colony M-28 above; near-duplicate higher-confidence row already KEEP
gnkinetics	CUT	gnkinetics creative_gear_motor (various rows, times_suggested=1-2 each)			reason: creative/admin item; not weave-eligible; multiple rows all correctly REJECT
gnkinetics	CUT	gnkinetics gears→magic M-29 cross-route (times_suggested=1 REJECT)	M-29		reason: REJECT; theme clash unless magic mods use mechanical constructs explicitly; too forced
gnkinetics	CUT	gnkinetics magnet_gear→create:energising M-17 (times_suggested=1 REJECT)	M-17		reason: REJECT; electromagnetic activation is speculative; no host method confirmed
gnkinetics	CUT	gnkinetics chainable_cogwheel complex chain (times_suggested=1 REJECT)			reason: REJECT; everyday component; depth guardrail; correctly rejected
gnkinetics	CUT	gnkinetics large_industrial_gear M-05 (times_suggested=1 REJECT)	M-05		reason: REJECT; M-05 requires a mod's OWN machine as the gating method; gnkinetics uses standard Create recipe types; wrong motif
gnkinetics	CUT	gnkinetics ring_gear→aeronautics M-23 (times_suggested=1 REJECT)	M-23		reason: REJECT; ring gears are kinetic transmission parts, not structural hull elements; M-24 already covers drivetrain; M-23 wrong
gnkinetics	CUT	gnkinetics planetary/worm→modulargolems M-29 (times_suggested=1)	M-29		motif M-29 | reason: single ACCEPT; precision gearing for a mechanical golem is a creative cross-route idea but requires modularGolems to be a pack mod; verify first; insufficient corroboration for KEEP; leave for future triage if golem mod confirmed
gravestone	KEEP	gravestone:obituary → economy (M-33 service-for-hire: death recovery)	M-33	v0.9.0	motif M-33 | delivery: emergent (a death-recovery specialist uses the obituary to locate dangerous graves and charges coin to travel and recover them; service-for-hire; player-to-player labor) | milestone: v0.9.0 | why "of course": dying in a dangerous biome with full gear is a real loss; a specialist player recovers the grave for a fee; this is a labor transaction (player-to-player); 3× ACCEPT (2:1)
gravestone	CUT	gravestone:gravestone → create M-04 crushing (9×)	M-04		motif M-04 | reason: tone clash — crushing a gravestone in a Create machine is tonally wrong; the gravestone is a sombre functional utility; unanimous REJECT
gravestone	CUT	gravestone:obituary → magic M-11 ritual (3×)	M-11		motif M-11 | reason: tone clash + gameplay perversion — feeding death records into magic rituals makes dying a resource farm; REJECT
gravestone	CUT	gravestone:obituary → recipe no-motif (3×)			no motif | reason: no motif fits a death-record document; informational only; REJECT
gravestone	CUT	gravestone:obituary → magic M-10 (2×)	M-10		motif M-10 | reason: imbuing death paperwork as a magic reagent is tone-broken; REJECT
gravestone	CUT	gravestone:gravestone → colony M-28 (2× mixed)	M-28		motif M-28 | reason: the ACCEPT (cemetery hut requests gravestones) is thematically nice but 1:1 split and no Opus; the gravestone is placed automatically — a colony "building" requesting it as a crafted block is thin; CUT
gravestone	CUT	gravestone:obituary → any (2×)			no motif | reason: the obituary is pure informational/QoL; no motif covers death record → resource; REJECT
gravestone	CUT	gravestone "death = no total loss → removes pressure"			no motif | reason: design tradeoff, not a weave
gravestone	CUT	gravestone:gravestone → create M-05 gating (1×)	M-05		motif M-05 | reason: hard guardrail violation — gating a death-QoL utility behind a Create recipe is anti-player; REJECT
gravestone	CUT	gravestone:gravestone → create M-19 haunting (1×)	M-19		motif M-19 | reason: the gravestone is auto-placed (not crafted); feeding it through haunting fights the mod's purpose; REJECT
gravestone	CUT	gravestone:gravestone → create M-04 crushing (1×)	M-04		motif M-04 | reason: functional utility block, not decoration; M-04 is for deco; REJECT
gravestone	CUT	gravestone (Opus: ritual or haunting) → magic M-19	M-19		motif M-19 | reason: death-recovery QoL utility as ritual input fights the mod's purpose; Opus REJECT
gravestone	CUT	gravestone:gravestone → create (no method)			no motif | reason: gating a death-recovery block behind Create is anti-player; REJECT
gravestone	CUT	gravestone:obituary → magic M-02 (1×)	M-02		motif M-02 | reason: obituary is not a mob drop; wrong motif; REJECT
gravestone	CUT	gravestone:obituary → supplementaries lore M-26 (1×)	M-26		motif M-26 | reason: adding item_lore is flavour authoring, not a consumption sink; REJECT
gravestone	CUT	gravestone:gravestone soul energy → occultism M-11 (1×)	M-11		motif M-11 | reason: single ACCEPT — "residual soul energy from a death-grave" is creative but the gravestone is not a craftable stockpiled item; the one-way auto-placement means this creates a farming incentive (die deliberately to get gravestones to spirit-fire); reject; REJECT
gravestone	CUT	gravestone loot=yes misread (2×)	M-34		motif M-34 | reason: loot=yes is the grave restoring the player's own items, not worldgen loot; misread; REJECT
grimoireofgaia	KEEP	grimoireofgaia mob-drop fragments → occultism:spirit_fire	M-11	v0.11.0	motif M-11 | delivery: recipe (KubeJS `occultism:spirit_fire` batch — dozens of per-mob fragments yield djinni/marid essences) | milestone: v0.11.0 | why "of course": mythic creature drops — gorgon scales, harpy feathers, mermaid pearls — transmuted in spirit fire to yield occult essences; the bestiary directly fuels the occult web. 18-suggestion unanimous ACCEPT.
grimoireofgaia	KEEP	grimoireofgaia drops → ars_nouveau:imbuement	M-10	v0.11.0	motif M-10 | delivery: recipe (KubeJS `ars_nouveau:imbuement` — select per-mob fragments infused into arcane reagents; biome-unique drops become Ars material inputs) | milestone: v0.11.0 | why "of course": mythic creature drops (dryad blossoms, gorgon scales, gem-nuggets) are natural arcane infusion candidates; the bestiary feeds the Ars web alongside Occultism. 10-suggestion ACCEPT.
grimoireofgaia	KEEP	grimoireofgaia mini-boss drops (bust_valkyrie / bust_gorgon / bust_sphinx) → boss-key gate on high-tier Create/magic recipe	M-15	v0.7.0	motif M-15 | delivery: recipe (KubeJS — one boss bust as required input for a high-tier Create machine or Occultism ritual; combat earns tech progression) | milestone: v0.7.0 | why "of course": mini-boss busts are rare, lore-heavy trophies; using a Gorgon bust as a required ingredient for a complex Create recipe is thematically sensible and follows M-15's combat-gate mandate. 3-suggestion ACCEPT.
grimoireofgaia	KEEP	grimoireofgaia mini-boss drops + rare reagents → combat-specialist trade	M-34	v0.9.0	motif M-34 | delivery: config (Bountiful bounty pool — add boss busts + rare fragments as bounty objectives; biome-locked mob diversity makes these combat-supply goods) | milestone: v0.9.0 | why "of course": a Gaia hunter farms rare busts and artifact rings; non-combat players trade resources for them; the combatant corners the supply. 6-suggestion ACCEPT.
grimoireofgaia	MERGE	grimoireofgaia nuggets/fragments → occultism:spirit_fire / M-02 rows (×4 lower-suggestion variants including M-02 ACCEPT clusters)	M-02		into: M-11 KEEP | reason: all describe the same mob-drop-to-spirit-fire delivery; M-11 is the correct motif for organic transmutation; M-02 rows fold in.
grimoireofgaia	MERGE	grimoireofgaia drops → ars_nouveau:imbuement M-02 ACCEPT rows (×3)	M-02		into: M-10 KEEP | reason: same imbuement delivery as M-10 KEEP; dedupe.
grimoireofgaia	MERGE	grimoireofgaia:bust_* → M-15 boss-key rows (×3 lower-suggestion)	M-15		into: M-15 KEEP | reason: same boss-key gate logic; prefer the 3-suggestion representative.
grimoireofgaia	MERGE	grimoireofgaia combat-specialist trade / emergent trade rows (×5 lower-suggestion M-34)	M-34		into: M-34 KEEP | reason: all state the same combat-specialist-farms-drops-and-trades narrative.
grimoireofgaia	CUT	grimoireofgaia:pearl_block / deco blocks → create:crushing (M-04)	M-04		motif M-04 | reason: REJECT (×3); crushing folklore doll-creatures and pearl blocks is a tone clash; narrative artifacts should not be destroyed for gravel; M-04 is for metal/stone deco.
grimoireofgaia	CUT	grimoireofgaia nugget drops → create:crushing → numismatics mint (M-08)	M-08		motif M-08 | reason: REJECT; mob-drop nuggets are not scarce regional ores; routing them through Create crushing to coin conflates M-08's "scarce ore → coin" with "mob grind → coin" (an NPC faucet variant).
grimoireofgaia	CUT	grimoireofgaia:ring_* artifact rings → create:sequenced_assembly (M-06)	M-06		motif M-06 | reason: REJECT; rings are mob drops, not crafted items — gating a drop behind sequenced assembly would strip its reward identity.
grimoireofgaia	CUT	grimoireofgaia:ring_* → ars_nouveau:imbuement / occultism:enchanting_apparatus to upgrade ring (M-10)	M-10		motif M-10 | reason: REJECT; the rings are already finished complete endgame items; adding a magic-upgrade implies they're deficient, which undermines the reward.
